,open,close,return,vol,ann_return,ann_vol,sharpe,max_drawdown
AAPL,271.8599853515625,260.3299865722656,-0.04241153314411672,0.006689406528227334,,,,
AMZN,230.82000732421875,241.55999755859375,0.04652971966719166,0.024444861534177638,,,,
GOOGL,313.0,321.9800109863281,0.028690130946735115,0.012918848801743528,,,,
META,660.0900268554688,648.6900024414062,-0.017270408505291046,0.014630100678444415,,,,
MSFT,483.6199951171875,483.4700012207031,-0.00031014825275788027,0.015689033320171734,,,,
portfolio,,,,,0.19188255593660902,0.12058514354643565,1.5912619937523045,0.0
